"","x"
"275",9.831966666
"276",8.885485794
"277",8.519100967
"278",13.17063069
"279",10.46403668
"280",8.06247099
"281",9.468533875
"282",9.503497769
"283",8.863361228
"284",7.409947671
"285",6.506443486
"286",7.841759139
"287",10.13477647
"288",8.203550744
"289",9.728893041
"290",10.04455478
"291",11.49150437
"292",9.605176871
"293",12.19518668
"294",6.987463775
"295",10.63307366
"296",10.62502309
"297",12.24964372
"298",12.47191183
"299",9.107025981
"300",7.910111197
"301",9.901761461
"302",7.375753669
"303",9.229070059
"304",8.853866063
"305",12.85172689
"306",10.36642946
"307",9.409821111
"308",6.824787533
"309",9.268742247
"310",8.8187335
"311",8.189636988
"312",9.941127555
"313",5.921736924
"314",9.663909176
"315",10.67011005
"316",12.70845945
"317",10.30966182
"318",13.99986833
"319",11.30113531
"320",10.33579559
"321",6.78030079
"322",12.8711183
"323",7.602555646
"324",8.953325936
"325",5.701887694
"326",8.310687358
"327",6.620704121
"328",8.25057857
"329",7.529329171
"330",7.713553356
"331",6.296682736
"332",9.702254837
"333",6.312827176
"334",10.0083917
"335",9.068526892
"336",12.11820574
"337",7.385746591
"338",6.775967003
"339",8.22719715
"340",9.459106705
"341",10.69286016
"342",8.27539101
"343",6.89371728
"344",13.57525045
"345",10.57520718
"346",12.38332603
"347",3.987771063
"348",10.05793698
"349",9.036063229
"350",8.825493198
"351",7.166972577
"352",10.50012843
"353",7.39141585
"354",7.408154461
"355",13.89441669
"356",4.814911177
"357",7.447205208
"358",9.34080393
"359",8.287997266
"360",8.170190572
"361",6.507738816
"362",11.38679245
"363",11.07545656
"364",7.701495568
"365",8.023245835
"366",7.223281185
"367",10.28111673
"368",9.715441342
"369",10.89220667
"370",8.486592603
"371",4.546410607
"372",9.895124185
"373",5.776620137
"374",9.329208358
"375",11.85316665
"376",4.848381672
"377",8.216883372
"378",14.09804836
"379",8.434731742
"380",9.05985009
"381",9.698773497
"382",7.607495606
"383",9.225811997
"384",11.11924902
"385",8.458250319
"386",7.086069843
"387",12.04934213
"388",9.226293174
"389",9.616040244
"390",11.27888966
"391",12.51498265
"392",7.06280589
"393",4.509384042
"394",11.40443426
"395",9.475977475
"396",8.262477367
"397",7.390175174
"398",7.81247577
"399",8.377425129
"400",8.889885984
"401",10.2854587
"402",12.1191817
"403",10.73246878
"404",8.61577252
"405",12.48014726
"406",10.74551143
"407",8.359984789
"408",8.750270116
"409",11.88610177
"410",11.54726292
"411",11.93434134
"412",10.37429123
"413",7.284430641
"414",9.012635839
"415",12.22987738
"416",9.469510517
"417",10.65592184
"418",9.518144743
"419",7.3223545
"420",10.20602676
"421",10.24140416
"422",11.07357549
"423",8.02343648
"424",11.03114405
"425",14.26532302
"426",8.110949514
"427",8.115775615
"428",12.02630493
"429",11.33317195
"430",8.225748231
"431",8.176692015
"432",10.97987549
"433",8.804245785
"434",8.597781905
"435",8.674188568
"436",8.021364157
"437",6.833058015
"438",5.104060998
"439",8.740561889
"440",7.078260634
"441",13.88560897
"442",8.563633501
"443",9.401326744
"444",9.11773119
"445",9.423575137
"446",9.765817922
"447",9.589764966
"448",7.497570464
"449",10.55078282
"450",10.40360042
"451",7.054618164
"452",9.169901858
"453",12.95336903
"454",11.79506295
"455",15.66403862
"456",6.489130287
"457",10.07348163
"458",10.82988363
"459",10.64485608
"460",8.01187907
"461",8.434409206
"462",5.927506296
"463",7.133008698
"464",13.63502035
"465",9.559676623
"466",9.591286513
"467",8.980166757
"468",9.793449796
"469",9.795569807
"470",8.901471597
"471",10.69945245
"472",7.902690645
"473",10.08180901
"474",10.99128493
"475",7.696570483
"476",8.521983576
"477",8.925176701
"478",7.732265728
"479",8.299149771
"480",6.95770691
"481",7.539043211
"482",10.07151318
"483",10.00836586
"484",9.804681763
"485",12.57901556
"486",5.579597655
"487",8.977515958
"488",5.634236292
"489",9.160006804
"490",7.782382883
"491",9.938599243
"492",6.93174469
"493",11.88746091
"494",7.60068034
"495",7.458744578
"496",9.006521733
"497",9.89009002
"498",7.284414919
"499",9.037794394
"500",10.59795637
"501",7.633796091
"502",12.12614991
"503",7.930272803
"504",11.17290939
"505",8.473174734
"506",7.24109375
"507",13.23438487
"508",6.160148449
"509",9.826426305
"510",8.317829872
"511",12.77865277
"512",9.720460936
"513",10.54422382
"514",9.217812163
"515",12.32687433
"516",9.308668111
"517",11.60473197
"518",8.404302377
"519",8.73040285
"520",10.37531116
"521",9.263194125
"522",5.911564374
"523",10.35649158
"524",12.16358281
"525",13.5296785
"526",12.13202499
"527",6.757447779
"528",9.19839869
"529",7.89172651
"530",9.552771925
"531",10.75302132
"532",8.529373256
"533",7.573006863
"534",11.3017507
"535",6.990063742
"536",9.737839504
"537",8.959237259
"538",9.693723558
"539",8.028928227
"540",10.27830883
"541",10.60296999
"542",9.161864734
"543",10.14248943
"544",9.241629552
"545",7.97331736
"546",7.74539516
"547",9.713880256
"548",10.50308036
"549",11.24990012
"550",7.124966863
"551",11.09628781
"552",6.695229509
"553",7.273264411
"554",9.009470122
"555",10.23139246
"556",11.27660621
"557",7.218851696
"558",7.597106403
"559",6.26692686
"560",9.517609721
"561",10.33096403
"562",11.69281731
"563",11.7124178
"564",7.118695626
"565",8.728059259
"566",7.444217575
"567",7.361331438
"568",8.14007345
"569",9.19035917
"570",13.23239563
"571",10.35684351
"572",11.52635873
"573",10.96252942
"574",11.25089821
"575",10.25848984
"576",8.981593641
"577",6.797385033
"578",9.267441014
"579",12.24210296
"580",10.6284708
"581",7.813968162
"582",5.113716128
"583",11.63047558
"584",5.968553978
"585",9.902116009
"586",8.165144868
"587",8.489752942
"588",7.664509889
"589",9.998419543
"590",10.03989188
"591",8.604625463
"592",10.2874684
"593",6.899536059
"594",8.863795003
"595",10.22306684
"596",11.77805934
"597",10.54776026
"598",9.318713737
"599",7.106258311
"600",8.468996979
"601",10.29917569
"602",8.020494677
"603",8.787829053
"604",10.14925399
"605",6.78098324
"606",12.26213479
"607",9.496518207
"608",9.661915301
"609",8.894235622
"610",10.52550806
"611",12.15873345
"612",11.87515021
"613",10.55975488
"614",13.5603949
"615",11.79272652
"616",8.743201365
"617",9.220810921
"618",12.03946811
"619",8.863587668
"620",8.629526517
"621",7.618471353
"622",11.22186808
"623",10.0715444
"624",7.231148534
"625",7.856440629
"626",7.269434588
"627",10.28913337
"628",10.99873092
"629",8.625587038
"630",9.558361517
"631",6.565775269
"632",12.02781744
"633",9.137189453
"634",10.95132309
"635",11.64193258
"636",7.4340074
"637",10.85817327
"638",9.869105601
"639",9.473716325
"640",13.44907879
"641",8.967202128
"642",12.3792808
"643",9.386875587
"644",10.55574017
"645",8.632441935
"646",8.38325859
"647",7.498967451
"648",11.55891317
"649",10.34829862
"650",11.27382277
"651",10.30090296
"652",10.63035622
"653",9.526036915
"654",11.36170998
"655",8.343974609
"656",8.969011586
"657",8.306316469
"658",12.1005687
"659",7.413000992
"660",7.986822535
"661",10.24605901
"662",6.957510997
"663",6.270022007
"664",11.12222768
"665",13.58883499
"666",6.89333236
"667",9.884326512
"668",9.964691894
"669",7.810064685
"670",5.989052771
"671",8.412842174
"672",8.256543657
"673",10.28775702
"674",10.80668455
"675",7.740552721
"676",14.28181566
"677",8.024261222
"678",10.53364101
"679",10.71837479
"680",9.32064624
"681",3.777193857
"682",11.28519164
"683",11.19848502
"684",4.606927241
"685",9.485523681
"686",14.04175279
"687",12.53538492
"688",7.776820424
"689",10.3634967
"690",11.64214843
"691",11.80695567
"692",11.83579006
"693",9.432343218
"694",9.411816335
"695",9.052179415
"696",5.982189083
"697",8.699517944
"698",6.10458512
"699",7.024200688
"700",9.292782043
"701",7.756308995
"702",13.63476728
"703",9.123343547
"704",7.787807399
"705",7.938333123
"706",5.824598636
"707",11.20798295
"708",10.11283946
"709",8.112506481
"710",13.61764538
"711",12.58131489
"712",8.867227084
"713",8.529831565
"714",9.009708255
"715",13.89421561
"716",7.613710176
"717",10.66163914
"718",8.572882841
"719",7.448036236
"720",8.535409946
"721",7.456918096
"722",10.78010741
"723",6.625716794
"724",8.772957291
"725",12.35569892
"726",8.512592187
"727",9.336515939
"728",9.165901283
"729",10.4854007
"730",10.60820748
"731",8.563525953
"732",7.294902742
"733",9.060319267
"734",14.09406499
"735",8.639916299
"736",10.90040833
"737",10.13649351
"738",8.692488625
"739",10.02049691
"740",8.3388998
"741",9.269080666
"742",11.48773063
"743",8.200751957
"744",8.785578058
"745",10.79035051
"746",6.06027869
"747",7.993437802
"748",10.85709298
"749",6.560837719
"750",9.985467675
"751",10.63042253
"752",7.718562276
"753",7.589194207
"754",10.48603616
"755",9.871976314
"756",11.8672047
"757",10.46807862
"758",11.09507673
"759",7.537872665
"760",5.098766574
"761",13.13092539
"762",11.9433885
"763",11.2899158
"764",8.371146128
"765",8.973010239
"766",9.676217305
"767",8.453547274
"768",9.618783301
"769",5.500256781
"770",9.467997618
"771",10.94572417
"772",8.645685794
"773",10.54410521
"774",10.03596676
"775",9.931370431
"776",9.959173549
"777",9.977732087
"778",10.50854288
"779",8.13745884
"780",10.25871377
"781",8.048060313
"782",9.780589462
"783",12.71359414
"784",12.78275833
"785",12.0274902
"786",11.08067528
"787",9.306480027
"788",6.997621188
"789",10.01574728
"790",12.33023892
"791",11.16830293
"792",7.325927412
"793",7.861335884
"794",9.259212556
"795",8.88877004
"796",9.257080907
"797",7.011832867
"798",12.56794135
"799",10.86953833
"800",7.544339714
"801",4.503369558
"802",8.17276013
"803",9.692852116
"804",10.47833153
"805",11.09963336
"806",11.06362066
"807",7.132076894
"808",11.47835992
"809",7.051236522
"810",8.092210827
"811",6.18406639
"812",7.330134384
"813",10.44710637
"814",6.907341556
"815",6.937954344
"816",8.704175739
"817",10.93288982
"818",6.274958008
"819",11.78294814
"820",7.192435194
"821",10.35653758
"822",9.962629791
"823",6.063981532
"824",10.16608327
"825",5.973088605
"826",8.853390828
"827",10.11566527
"828",8.261274662
"829",7.792637724
"830",5.589577348
"831",9.520962521
"832",11.46059229
"833",8.501639154
"834",14.03845095
"835",5.93467305
"836",9.018509121
"837",10.47206571
"838",9.744849611
"839",7.552446031
"840",8.979321597
"841",12.10642789
"842",9.791166251
"843",8.513655379
"844",6.250999188
"845",5.730360767
"846",7.667940634
"847",7.010881606
"848",13.39939642
"849",11.43417318
"850",7.231713373
"851",8.464675307
"852",13.53284539
"853",10.05090077
"854",10.09194059
"855",12.53322319
"856",5.737782674
"857",11.29154184
"858",5.603355539
"859",11.91451565
"860",14.82882419
"861",10.8392804
"862",11.47116008
"863",8.46503618
"864",12.63427425
"865",9.302540599
"866",6.307814702
"867",11.88834914
"868",8.509426833
"869",6.194957164
"870",9.504788613
"871",4.981020285
"872",12.15433495
"873",10.01861531
"874",11.11771654
"875",10.25727469
"876",9.637558153
"877",9.064781835
"878",10.90578709
"879",8.437028386
"880",11.75748424
"881",9.381196878
"882",11.14655599
"883",12.39605248
"884",11.1249332
"885",7.777712437
"886",9.046685336
"887",8.290252754
"888",10.0391142
"889",11.44979558
"890",9.653109686
"891",10.61504913
"892",12.10956443
"893",11.46546735
"894",8.695087365
"895",11.10768424
"896",7.205853325
"897",4.765527672
"898",9.592332823
"899",12.12116509
"900",11.11557538
"901",10.47727877
"902",9.565868116
"903",8.277491108
"904",8.016750018
"905",11.49043049
"906",11.22908986
"907",7.105013175
"908",10.52988959
"909",5.664087886
"910",8.418030028
"911",11.44326662
"912",7.948583779
"913",6.253811127
"914",12.09761184
"915",10.64651131
"916",11.42815564
"917",14.09680607
"918",6.891716389
"919",5.463332271
"920",11.59207619
"921",9.268731674
"922",9.626084406
"923",12.08180949
"924",6.558993874
"925",11.77178443
"926",8.924255715
"927",6.901903728
"928",7.951092466
"929",7.193183942
"930",12.42349044
"931",11.57822179
"932",11.08110647
"933",8.707176434
"934",7.335669959
"935",9.387055998
"936",6.901802692
"937",8.502490037
"938",14.86341659
"939",9.322311712
"940",8.570782301
"941",9.066911728
"942",5.288428619
"943",6.959745302
"944",6.918648612
"945",10.29897753
"946",9.239549622
"947",10.605948
"948",7.006887761
"949",9.735593458
"950",12.00798645
"951",11.28462194
"952",6.980852804
"953",8.292107768
"954",9.247039859
"955",11.617011
"956",8.409332778
"957",6.877423335
"958",10.28551322
"959",12.17073945
"960",10.4428432
"961",10.5369425
"962",7.261758012
"963",9.869582868
"964",11.0750218
"965",8.793573898
"966",8.162182449
"967",10.19616273
"968",9.408197739
"969",6.891940797
"970",6.787761083
"971",9.516438446
"972",6.189620632
"973",10.13211905
"974",11.37520496
"975",8.170981361
"976",10.4478423
"977",7.961667865
"978",10.42070073
"979",7.577553852
"980",11.00805395
"981",8.032620821
"982",11.83319584
"983",8.907244232
"984",9.242230394
"985",11.37158295
"986",11.71509743
"987",7.031383467
"988",6.716513783
"989",8.871020494
"990",10.61533676
"991",7.637943152
"992",7.159355001
"993",10.1553921
"994",10.29713741
"995",10.40969096
"996",7.945164933
"997",12.64287485
"998",7.034886059
"999",10.58617381
"1000",13.13411459
"1001",10.97462404
"1002",10.59189941
"1003",8.10157
"1004",9.632987443
"1005",10.73169087
"1006",10.58985915
"1007",10.70069121
"1008",7.013937709
"1009",8.764188118
"1010",10.58926503
"1011",10.38605085
"1012",10.13670988
"1013",10.9940819
"1014",6.940490772
"1015",12.91873806
"1016",5.738509854
"1017",7.11829245
"1018",9.910648446
"1019",7.902670966
"1020",8.144665289
"1021",9.946631901
"1022",6.722289234
"1023",7.133199325
"1024",11.47279503
"1025",8.052357216
"1026",7.426432142
"1027",2.896340658
"1028",9.212579873
"1029",5.948981965
"1030",9.163471433
"1031",11.46177697
"1032",11.56139307
"1033",6.064224689
"1034",8.303928597
"1035",9.158283097
"1036",9.260426743
"1037",10.98370651
"1038",10.58230956
"1039",6.071807697
"1040",11.28467043
"1041",9.723591858
"1042",10.76476162
"1043",9.316133266
"1044",8.540961703
"1045",6.785824555
"1046",9.419344834
"1047",8.860113859
"1048",8.55047449
"1049",10.02334149
"1050",10.0330942
"1051",8.75927405
"1052",12.79843392
"1053",10.40166998
"1054",9.627112646
"1055",10.31354489
"1056",9.071482255
"1057",7.716716258
"1058",11.42186354
"1059",9.94166383
"1060",10.87916775
"1061",7.999883988
"1062",10.48734432
"1063",11.7757765
"1064",6.499672966
"1065",8.848731993
"1066",9.660530119
"1067",9.568034086
"1068",9.468471011
"1069",10.15173124
"1070",9.084889852
"1071",9.534756125
"1072",11.17259553
"1073",11.66694009
"1074",9.421053733
"1075",9.841339811
"1076",13.09141651
"1077",8.047347828
"1078",8.540666856
"1079",10.36076858
"1080",8.403933547
"1081",11.59923446
"1082",10.21129018
"1083",9.48339166
"1084",8.696205999
"1085",10.20380937
"1086",7.261455302
"1087",12.25826143
"1088",10.28810392
"1089",9.548162483
"1090",10.20078514
"1091",11.62797023
"1092",10.21670717
"1093",10.57301112
"1094",11.19392205
"1095",7.515362897
"1096",8.272838447
"1097",8.83060296
"1098",10.0341418
"1099",10.64557828
"1100",9.394467326
"1101",7.488799765
"1102",7.10618193
"1103",11.19282944
"1104",8.889296294
"1105",10.82789695
"1106",8.20997435
"1107",8.564014187
"1108",9.495481221
"1109",8.610683305
"1110",13.37254457
"1111",10.93366284
"1112",7.274068468
"1113",8.263845651
"1114",9.372429076
"1115",11.61525957
"1116",8.618908812
"1117",12.20385984
"1118",8.296931451
"1119",8.53982801
"1120",9.04732703
"1121",9.140557976
"1122",5.153339801
"1123",9.530860392
"1124",7.676569558
"1125",12.94615988
"1126",7.991870393
"1127",6.597416872
"1128",7.580171982
"1129",9.889833348
"1130",9.728502151
"1131",9.639196862
"1132",14.01930526
"1133",11.420839
"1134",11.15552843
"1135",10.02741254
"1136",10.76243991
"1137",13.87008125
"1138",7.909169633
"1139",8.54064177
"1140",11.52397425
"1141",10.0721895
"1142",5.694407105
"1143",9.160635252
"1144",10.85421899
"1145",7.202540956
"1146",12.02529618
"1147",8.541223876
"1148",7.915958361
"1149",9.604323946
"1150",7.062311396
"1151",10.9804568
"1152",6.492576392
"1153",6.712668917
"1154",4.713510062
"1155",7.772087492
"1156",9.755507015
"1157",11.55552037
"1158",8.974825065
"1159",12.92342587
"1160",14.6296687
"1161",7.773917956
"1162",10.0153695
"1163",9.446289565
"1164",7.531395715
"1165",8.250153053
"1166",14.26185991
"1167",9.139503241
"1168",9.727520495
"1169",10.44560957
"1170",10.15899798
"1171",5.290020554
"1172",5.604640825
"1173",10.41419836
"1174",9.795656144
"1175",9.404129621
"1176",7.235927938
"1177",11.22280302
"1178",9.7638751
"1179",10.96300578
"1180",9.294535058
"1181",6.893061482
"1182",9.949486399
"1183",13.58275033
"1184",6.203989811
"1185",9.089213385
"1186",11.68915112
"1187",8.057743591
"1188",8.231105191
"1189",8.750964332
"1190",5.568613716
"1191",10.27518481
"1192",6.696292365
"1193",9.1191984
"1194",13.27854076
"1195",8.132071971
"1196",9.919510512
"1197",12.55618364
"1198",4.640182568
"1199",7.886214088
"1200",8.419806051
"1201",9.463512294
"1202",10.56738487
"1203",12.04862943
"1204",10.83058926
"1205",11.59689561
"1206",12.46311895
"1207",8.630652165
"1208",8.896163741
"1209",10.59287437
"1210",7.566109837
"1211",4.144339043
"1212",8.347077258
"1213",8.872987653
"1214",7.417327315
"1215",12.564237
"1216",6.912245411
"1217",9.718063689
"1218",6.441402881
"1219",5.440791502
"1220",8.381535627
"1221",10.56770574
"1222",10.86353145
"1223",9.351118519
"1224",12.13774952
"1225",10.16945969
"1226",7.552790573
"1227",9.393377571
"1228",11.0582298
"1229",6.596456132
"1230",11.15578377
"1231",11.05926278
"1232",10.4854657
"1233",8.569843036
"1234",10.59171593
"1235",5.443963538
"1236",10.69075475
"1237",12.46854439
"1238",14.06135327
"1239",7.562249786
"1240",9.437883097
"1241",6.390758202
"1242",7.900781321
"1243",8.150319044
"1244",10.49756995
"1245",12.54215891
"1246",11.48371618
"1247",9.181070118
"1248",10.28316302
"1249",7.616743138
"1250",8.916528601
"1251",9.778134736
"1252",10.21834654
"1253",8.332918905
"1254",11.00819309
"1255",11.69296117
"1256",6.977116942
"1257",14.37390914
"1258",10.33766908
"1259",7.056516871
"1260",10.75196664
"1261",8.360252426
"1262",11.16601501
"1263",8.164127011
"1264",10.2175407
"1265",10.62481884
"1266",8.903551139
"1267",12.28054078
"1268",11.04292353
"1269",8.748710986
"1270",8.647209258
"1271",8.685844672
"1272",6.972584203
"1273",11.36874457
"1274",9.934293613
"1275",7.437365475
"1276",11.13249331
"1277",6.807201752
"1278",9.024453295
"1279",11.01492238
"1280",10.58080623
"1281",11.02897165
"1282",10.53651235
"1283",10.80483562
"1284",11.85797653
"1285",11.41673141
"1286",5.435372624
"1287",10.64350975
"1288",7.633872515
"1289",10.44124932
"1290",10.14760312
"1291",7.124377657
"1292",8.359840478
"1293",12.57029186
"1294",9.865669141
"1295",7.888826224
"1296",10.08522342
"1297",9.016133341
"1298",8.954771167
"1299",9.229802133
"1300",12.51755093
"1301",8.277524534
"1302",10.27646084
"1303",10.15707547
"1304",11.58959543
"1305",7.885000798
"1306",6.575309077
"1307",9.361781219
"1308",10.51187121
"1309",10.59885165
"1310",9.07794767
"1311",9.455473387
"1312",9.423810405
"1313",7.958805539
"1314",10.10912925
"1315",11.83511796
"1316",10.23604747
"1317",7.780764328
"1318",12.04263454
"1319",9.455137737
"1320",10.62194194
"1321",10.04680088
"1322",11.54512925
"1323",7.991496869
"1324",10.39436859
"1325",8.621497906
"1326",7.7261776
"1327",5.815205574
"1328",7.551576498
"1329",8.207473928
"1330",11.47722325
"1331",8.014267038
"1332",6.743687087
"1333",8.467657699
"1334",9.419216337
"1335",9.017620646
"1336",10.63931021
"1337",11.91241973
"1338",10.29978803
"1339",9.748383492
"1340",9.400886252
"1341",11.23785774
"1342",8.708519066
"1343",10.57562197
"1344",10.64084856
"1345",10.17925032
"1346",7.971081333
"1347",5.642388751
"1348",12.20030188
"1349",6.663667408
"1350",8.085598531
"1351",11.26563136
"1352",7.451363964
"1353",7.672452883
"1354",7.857025023
"1355",11.40588936
"1356",12.11932234
"1357",12.63533435
"1358",10.34416616
"1359",12.01613
"1360",5.725898455
"1361",8.390019387
"1362",12.18026271
"1363",8.837606473
"1364",9.63221766
"1365",10.63019322
"1366",8.755998617
"1367",10.87415487
"1368",11.45895774
"1369",9.694850662
"1370",10.06128508
"1371",2.934575751
"1372",9.528081437
"1373",8.658434035
"1374",8.476991221
"1375",9.95554118
"1376",12.26593963
"1377",11.80222514
"1378",9.779121207
"1379",11.7197239
"1380",9.451871828
"1381",9.808100598
"1382",10.36259506
"1383",8.36897108
"1384",11.67418793
"1385",3.431621595
"1386",10.31296807
"1387",4.383014231
"1388",13.23334369
"1389",6.192161692
"1390",7.15229208
"1391",9.308937384
"1392",9.157641296
"1393",8.82684309
"1394",9.68151534
"1395",9.42208132
"1396",13.5842868
"1397",7.704442571
"1398",9.627379368
"1399",9.46238794
"1400",8.146413613
"1401",7.746719727
"1402",11.84457566
"1403",9.733847515
"1404",8.756474091
"1405",7.341296612
"1406",10.17128158
"1407",9.69942764
"1408",5.300713839
"1409",6.971910801
"1410",11.14242035
"1411",8.98927854
"1412",5.928484323
"1413",11.81011739
"1414",8.886801567
"1415",9.234050513
"1416",6.138103865
"1417",8.09503105
"1418",7.009121856
"1419",13.14797032
"1420",8.39483528
"1421",11.94146937
"1422",9.936982148
"1423",10.98295243
"1424",5.759709858
"1425",11.11350323
"1426",6.605060085
"1427",10.1687737
"1428",7.419557132
"1429",10.48738623
"1430",11.64236588
"1431",10.47571782
"1432",11.58708265
"1433",7.036182103
"1434",12.01005204
"1435",10.49565974
"1436",8.607241622
"1437",8.530904636
"1438",9.233967812
"1439",7.029430126
"1440",12.05466378
"1441",7.956886413
"1442",7.983188363
"1443",9.43081239
"1444",5.592235733
"1445",7.33813896
"1446",9.955097692
"1447",8.175819861
"1448",8.790686341
"1449",11.72285545
"1450",9.019313273
"1451",9.322829674
"1452",7.2504917
"1453",9.840499081
"1454",9.012514204
"1455",11.88836149
"1456",14.53654393
"1457",10.74682514
"1458",6.20364996
"1459",8.209173322
"1460",10.09506663
"1461",7.223598392
"1462",8.857146567
"1463",9.543966064
"1464",10.98309205
"1465",9.187487435
"1466",9.536069007
"1467",11.21420542
"1468",11.99420279
"1469",11.95277134
"1470",10.55791623
"1471",9.743385883
"1472",11.71538844
"1473",10.14695154
"1474",9.904044886
"1475",8.777465775
"1476",9.303784672
"1477",10.74415831
"1478",5.030480656
"1479",8.275202454
"1480",7.214560215
"1481",9.216159348
"1482",4.815111863
"1483",7.783676258
"1484",8.255308592
"1485",10.84891313
"1486",12.40300661
"1487",5.71269842
"1488",8.457183384
"1489",12.19558766
"1490",9.397349162
"1491",7.791504145
"1492",8.596925898
"1493",10.3071434
"1494",8.778749501
"1495",10.5631504
"1496",13.93700284
"1497",12.58992903
"1498",8.339448752
"1499",6.352922167
